text,label
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham
Yep. I do like the pink furniture tho.,ham
"Trust me. Even if isn't there, its there.",ham
I am sorry it hurt you.,ham
Try neva mate!!,ham
Nah dub but je still buff,ham
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham
"Goodmorning, today i am late for 1hr.",ham
Why tired what special there you had,ham
Yes princess! I want to make you happy...,ham
Kay... Since we are out already,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
Do have a nice day today. I love you so dearly.,ham
Don know. I did't msg him recently.,ham
K.k.this month kotees birthday know?,ham
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,spam
Get ready for  &lt;#&gt;  inches of pleasure...,ham
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),ham
You still coming tonight?,ham
* You gonna ring this weekend or wot?,ham
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham
Have you been practising your curtsey?,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
on hen night. Going with a swing,ham
Also are you bringing galileo or dobby,ham
am up to my eyes in philosophy,ham
Ok cool. See ya then.,ham
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
"It's ok, at least armand's still around",ham
I only haf msn. It's yijue@hotmail.com,ham
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam
Aiyo please ü got time meh.,ham
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham
To day class is there are no class.,ham
Went fast asleep dear.take care.,ham
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham
If you have belive me. Come to my home.,ham
"Sorry, I can't help you on this.",ham
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",ham
dont make ne plans for nxt wknd coz she wants us to come down then ok,ham
"Sorry, I'll call later",ham
That sucks. I'll go over so u can do my hair. You'll do it free right?,ham
Ok. No wahala. Just remember that a friend in need ...,ham
Ugh. Gotta drive back to sd from la. My butt is sore.,ham
Am going to take bath ill place the key in window:-),ham
K go and sleep well. Take rest:-).,ham
if you text on your way to cup stop that should work. And that should be BUS,ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham
Alright took the morphine. Back in yo.,ham
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
Tell them no need to investigate about me anywhere.,ham
Haha okay... Today weekend leh...,ham
So ü'll be submitting da project tmr rite?,ham
"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",ham
"And how you will do that, princess? :)",ham
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,ham
Old Orchard near univ. How about you?,ham
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...",ham
K...k...yesterday i was in cbe .,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",ham
At 4. Let's go to bill millers,ham
I think its far more than that but find out. Check google maps for a place from your dorm.,ham
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam
Huh means computational science... Y they like dat one push here n there...,ham
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham
Still chance there. If you search hard you will get it..let have a try :),ham
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,spam
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",ham
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham
Mm yes dear look how i am hugging you both. :-P,ham
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,ham
Wife.how she knew the time of murder exactly,ham
Yup i thk so until e shop closes lor.,ham
Is ur paper in e morn or aft tmr?,ham
I dont have i shall buy one dear,ham
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,ham
"Just dropped em off, omw back now",ham
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,ham
LOL ... Have you made plans for new years?,ham
Now project pa. After that only i can come.,ham
Go fool dont cheat others ok,ham
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham
He says hi and to get your ass back to south tampa (preferably at a kegger),ham
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,spam
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam
"No, but you told me you were going, before you got drunk!",ham
Then get some cash together and I'll text jason,ham
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,ham
Ambrith..madurai..met u in arun dha marrge..remembr?,ham
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham
I went to ur hon lab but no one is there.,ham
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham
Ok lor...,ham
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",ham
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),ham
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam
You also didnt get na hi hi hi hi hi,ham
Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham
I will treasure every moment we spend together...,ham
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,ham
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
Me i'm not workin. Once i get job...,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham
Ffffffffff. Alright no way I can meet up with you sooner?,ham
You can never do NOTHING,ham
Call me when u finish then i come n pick u.,ham
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham
Going for dinner.msg you after.,ham
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
I jokin oni lar.. Ü busy then i wun disturb ü.,ham
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam
Kent vale lor... Ü wait 4 me there ar?,ham
Thanx...,ham
That's significant but dont worry.,ham
What time is ur flight tmr?,ham
Ü log off 4 wat. It's sdryb8i,ham
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),ham
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ham
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam
Dad says hurry the hell up,ham
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
No break time one... How... I come out n get my stuff fr ü?,ham
Que pases un buen tiempo or something like that,ham
I notice you like looking in the shit mirror youre turning into a right freak,ham
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham
True. Its easier with her here.,ham
Wat r u doing?,ham
Good Morning my Dear........... Have a great &amp; successful day.,ham
I am taking you for italian food. How about a pretty dress with no panties? :),ham
Its normally hot mail. Com you see!,ham
Ugh hopefully the asus ppl dont randomly do a reformat.,ham
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham
"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",ham
Not course. Only maths one day one chapter with in one month we can finish.,ham
